commodity,year,agg_level,state_alpha,state_name,planted_acres,planted_acres_mil,harvested_acres,harvested_acres_mil,yield_bu_per_acre,production_bu,production_mbu,latest_load_time
CORN,2015,NATIONAL,US,US TOTAL,88019000.0,88.019,80753000.0,80.753,168.4,13601964000.0,13601.964,2019-02-06 15:00:06
CORN,2016,NATIONAL,US,US TOTAL,94004000.0,94.004,86748000.0,86.748,174.6,15148038000.0,15148.038,2019-02-06 15:00:06
CORN,2017,NATIONAL,US,US TOTAL,90167000.0,90.167,82733000.0,82.733,176.6,14609407000.0,14609.407,2019-02-06 15:00:06
CORN,2018,NATIONAL,US,US TOTAL,88821000.0,88.821,81169000.0,81.169,176.4,14321674000.0,14321.674,2024-01-09 15:00:00
CORN,2019,NATIONAL,US,US TOTAL,89370000.0,89.37,80991000.0,80.991,167.5,13568306000.0,13568.306,2024-01-09 15:00:00
CORN,2020,NATIONAL,US,US TOTAL,90432000.0,90.432,82168000.0,82.168,171.4,14086699000.0,14086.699,2024-01-09 15:00:00
CORN,2021,NATIONAL,US,US TOTAL,92901000.0,92.901,84988000.0,84.988,176.7,15017788000.0,15017.788,2024-01-09 15:00:00
CORN,2022,NATIONAL,US,US TOTAL,88162000.0,88.162,78705000.0,78.705,173.4,13650531000.0,13650.531,2024-01-09 15:00:00
CORN,2023,NATIONAL,US,US TOTAL,94641000.0,94.641,86506000.0,86.506,177.3,15340520000.0,15340.52,2024-09-30 12:00:00
CORN,2024,NATIONAL,US,US TOTAL,90909000.0,90.909,83046000.0,83.046,179.3,14891756000.0,14891.756,2025-09-30 12:00:00
CORN,2025,NATIONAL,US,US TOTAL,98788000.0,98.788,91258000.0,91.258,186.5,17020549000.0,17020.549,2026-01-12 12:00:00
CORN,2026,NATIONAL,US,US TOTAL,95338000.0,95.338,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,AL,ALABAMA,260000.0,0.26,245000.0,0.245,147.0,36015000.0,36.015,2019-02-06 15:00:06
CORN,2016,STATE,AL,ALABAMA,330000.0,0.33,315000.0,0.315,120.0,37800000.0,37.8,2019-02-06 15:00:06
CORN,2017,STATE,AL,ALABAMA,250000.0,0.25,235000.0,0.235,167.0,39245000.0,39.245,2019-02-06 15:00:06
CORN,2018,STATE,AL,ALABAMA,255000.0,0.255,245000.0,0.245,156.0,38220000.0,38.22,2024-01-09 15:00:00
CORN,2019,STATE,AL,ALABAMA,300000.0,0.3,285000.0,0.285,147.0,41895000.0,41.895,2024-01-09 15:00:00
CORN,2020,STATE,AL,ALABAMA,320000.0,0.32,310000.0,0.31,158.0,48980000.0,48.98,2024-01-09 15:00:00
CORN,2021,STATE,AL,ALABAMA,330000.0,0.33,320000.0,0.32,163.0,52160000.0,52.16,2024-01-09 15:00:00
CORN,2022,STATE,AL,ALABAMA,300000.0,0.3,290000.0,0.29,118.0,34220000.0,34.22,2024-01-09 15:00:00
CORN,2023,STATE,AL,ALABAMA,330000.0,0.33,320000.0,0.32,164.0,52480000.0,52.48,2024-09-30 12:00:00
CORN,2024,STATE,AL,ALABAMA,280000.0,0.28,270000.0,0.27,112.0,30240000.0,30.24,2025-09-30 12:00:00
CORN,2025,STATE,AL,ALABAMA,350000.0,0.35,340000.0,0.34,152.0,51680000.0,51.68,2026-01-12 12:00:00
CORN,2026,STATE,AL,ALABAMA,410000.0,0.41,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,AR,ARKANSAS,460000.0,0.46,445000.0,0.445,181.0,80545000.0,80.545,2019-02-06 15:00:06
CORN,2016,STATE,AR,ARKANSAS,760000.0,0.76,745000.0,0.745,171.0,127395000.0,127.395,2019-02-06 15:00:06
CORN,2017,STATE,AR,ARKANSAS,620000.0,0.62,595000.0,0.595,183.0,108885000.0,108.885,2019-02-06 15:00:06
CORN,2018,STATE,AR,ARKANSAS,660000.0,0.66,645000.0,0.645,181.0,116745000.0,116.745,2024-01-09 15:00:00
CORN,2019,STATE,AR,ARKANSAS,770000.0,0.77,735000.0,0.735,175.0,128625000.0,128.625,2024-01-09 15:00:00
CORN,2020,STATE,AR,ARKANSAS,620000.0,0.62,605000.0,0.605,184.0,111320000.0,111.32,2024-01-09 15:00:00
CORN,2021,STATE,AR,ARKANSAS,850000.0,0.85,830000.0,0.83,184.0,152720000.0,152.72,2024-01-09 15:00:00
CORN,2022,STATE,AR,ARKANSAS,710000.0,0.71,695000.0,0.695,173.0,120235000.0,120.235,2024-01-09 15:00:00
CORN,2023,STATE,AR,ARKANSAS,850000.0,0.85,830000.0,0.83,183.0,151890000.0,151.89,2024-09-30 12:00:00
CORN,2024,STATE,AR,ARKANSAS,500000.0,0.5,480000.0,0.48,187.0,89760000.0,89.76,2025-09-30 12:00:00
CORN,2025,STATE,AR,ARKANSAS,810000.0,0.81,790000.0,0.79,182.0,143780000.0,143.78,2026-01-12 12:00:00
CORN,2026,STATE,AR,ARKANSAS,590000.0,0.59,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,AZ,ARIZONA,75000.0,0.075,36000.0,0.036,210.0,7560000.0,7.56,2019-02-06 15:00:06
CORN,2016,STATE,AZ,ARIZONA,95000.0,0.095,50000.0,0.05,215.0,10750000.0,10.75,2019-02-06 15:00:06
CORN,2017,STATE,AZ,ARIZONA,65000.0,0.065,32000.0,0.032,195.0,6240000.0,6.24,2019-02-06 15:00:06
CORN,2018,STATE,AZ,ARIZONA,80000.0,0.08,20000.0,0.02,220.0,4400000.0,4.4,2024-01-09 15:00:00
CORN,2019,STATE,AZ,ARIZONA,90000.0,0.09,37000.0,0.037,231.0,8547000.0,8.547,2024-01-09 15:00:00
CORN,2020,STATE,AZ,ARIZONA,75000.0,0.075,29000.0,0.029,202.0,5858000.0,5.858,2024-01-09 15:00:00
CORN,2021,STATE,AZ,ARIZONA,95000.0,0.095,18000.0,0.018,181.0,3258000.0,3.258,2024-01-09 15:00:00
CORN,2022,STATE,AZ,ARIZONA,90000.0,0.09,45000.0,0.045,220.0,9900000.0,9.9,2024-01-09 15:00:00
CORN,2023,STATE,AZ,ARIZONA,105000.0,0.105,38000.0,0.038,206.0,7828000.0,7.828,2024-09-30 12:00:00
CORN,2024,STATE,AZ,ARIZONA,70000.0,0.07,19000.0,0.019,225.0,4275000.0,4.275,2025-09-30 12:00:00
CORN,2025,STATE,AZ,ARIZONA,65000.0,0.065,16000.0,0.016,198.0,3168000.0,3.168,2026-01-12 12:00:00
CORN,2026,STATE,AZ,ARIZONA,65000.0,0.065,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,CA,CALIFORNIA,440000.0,0.44,60000.0,0.06,157.0,9420000.0,9.42,2019-02-06 15:00:06
CORN,2016,STATE,CA,CALIFORNIA,420000.0,0.42,100000.0,0.1,185.0,18500000.0,18.5,2019-02-06 15:00:06
CORN,2017,STATE,CA,CALIFORNIA,430000.0,0.43,80000.0,0.08,167.0,13360000.0,13.36,2019-02-06 15:00:06
CORN,2018,STATE,CA,CALIFORNIA,430000.0,0.43,65000.0,0.065,173.0,11245000.0,11.245,2024-01-09 15:00:00
CORN,2019,STATE,CA,CALIFORNIA,480000.0,0.48,60000.0,0.06,168.0,10080000.0,10.08,2024-01-09 15:00:00
CORN,2020,STATE,CA,CALIFORNIA,440000.0,0.44,60000.0,0.06,187.0,11220000.0,11.22,2024-01-09 15:00:00
CORN,2021,STATE,CA,CALIFORNIA,400000.0,0.4,50000.0,0.05,188.0,9400000.0,9.4,2024-01-09 15:00:00
CORN,2022,STATE,CA,CALIFORNIA,360000.0,0.36,20000.0,0.02,177.0,3540000.0,3.54,2024-01-09 15:00:00
CORN,2023,STATE,CA,CALIFORNIA,400000.0,0.4,40000.0,0.04,178.0,7120000.0,7.12,2024-09-30 12:00:00
CORN,2024,STATE,CA,CALIFORNIA,440000.0,0.44,55000.0,0.055,182.0,10010000.0,10.01,2025-09-30 12:00:00
CORN,2025,STATE,CA,CALIFORNIA,420000.0,0.42,50000.0,0.05,173.0,8650000.0,8.65,2026-01-12 12:00:00
CORN,2026,STATE,CA,CALIFORNIA,400000.0,0.4,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,CO,COLORADO,1100000.0,1.1,950000.0,0.95,142.0,134900000.0,134.9,2019-02-06 15:00:06
CORN,2016,STATE,CO,COLORADO,1340000.0,1.34,1170000.0,1.17,137.0,160290000.0,160.29,2019-02-06 15:00:06
CORN,2017,STATE,CO,COLORADO,1460000.0,1.46,1300000.0,1.3,143.0,185900000.0,185.9,2019-02-06 15:00:06
CORN,2018,STATE,CO,COLORADO,1460000.0,1.46,1190000.0,1.19,129.0,153510000.0,153.51,2024-01-09 15:00:00
CORN,2019,STATE,CO,COLORADO,1550000.0,1.55,1300000.0,1.3,123.0,159900000.0,159.9,2024-01-09 15:00:00
CORN,2020,STATE,CO,COLORADO,1420000.0,1.42,1060000.0,1.06,116.0,122960000.0,122.96,2024-01-09 15:00:00
CORN,2021,STATE,CO,COLORADO,1370000.0,1.37,1140000.0,1.14,129.0,147060000.0,147.06,2024-01-09 15:00:00
CORN,2022,STATE,CO,COLORADO,1340000.0,1.34,970000.0,0.97,121.0,117370000.0,117.37,2024-01-09 15:00:00
CORN,2023,STATE,CO,COLORADO,1330000.0,1.33,1015000.0,1.015,122.0,123830000.0,123.83,2024-09-30 12:00:00
CORN,2024,STATE,CO,COLORADO,1460000.0,1.46,1180000.0,1.18,116.0,136880000.0,136.88,2025-09-30 12:00:00
CORN,2025,STATE,CO,COLORADO,1500000.0,1.5,1250000.0,1.25,133.0,166250000.0,166.25,2026-01-12 12:00:00
CORN,2026,STATE,CO,COLORADO,1410000.0,1.41,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,CT,CONNECTICUT,26000.0,0.026,,,,,,2019-02-06 15:00:06
CORN,2016,STATE,CT,CONNECTICUT,25000.0,0.025,,,,,,2019-02-06 15:00:06
CORN,2017,STATE,CT,CONNECTICUT,24000.0,0.024,,,,,,2019-02-06 15:00:06
CORN,2018,STATE,CT,CONNECTICUT,23000.0,0.023,,,,,,2024-01-09 15:00:00
CORN,2019,STATE,CT,CONNECTICUT,23000.0,0.023,,,,,,2024-01-09 15:00:00
CORN,2020,STATE,CT,CONNECTICUT,24000.0,0.024,,,,,,2024-01-09 15:00:00
CORN,2021,STATE,CT,CONNECTICUT,24000.0,0.024,,,,,,2024-01-09 15:00:00
CORN,2022,STATE,CT,CONNECTICUT,24000.0,0.024,,,,,,2024-01-09 15:00:00
CORN,2023,STATE,CT,CONNECTICUT,24000.0,0.024,,,,,,2024-09-30 12:00:00
CORN,2024,STATE,CT,CONNECTICUT,24000.0,0.024,,,,,,2025-09-30 12:00:00
CORN,2025,STATE,CT,CONNECTICUT,23000.0,0.023,,,,,,2026-01-12 12:00:00
CORN,2026,STATE,CT,CONNECTICUT,23000.0,0.023,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,DE,DELAWARE,170000.0,0.17,164000.0,0.164,192.0,31488000.0,31.488,2019-02-06 15:00:06
CORN,2016,STATE,DE,DELAWARE,170000.0,0.17,164000.0,0.164,170.0,27880000.0,27.88,2019-02-06 15:00:06
CORN,2017,STATE,DE,DELAWARE,180000.0,0.18,171000.0,0.171,189.0,32319000.0,32.319,2019-02-06 15:00:06
CORN,2018,STATE,DE,DELAWARE,170000.0,0.17,165000.0,0.165,145.0,23925000.0,23.925,2024-01-09 15:00:00
CORN,2019,STATE,DE,DELAWARE,185000.0,0.185,180000.0,0.18,161.0,28980000.0,28.98,2024-01-09 15:00:00
CORN,2020,STATE,DE,DELAWARE,180000.0,0.18,176000.0,0.176,160.0,28160000.0,28.16,2024-01-09 15:00:00
CORN,2021,STATE,DE,DELAWARE,170000.0,0.17,167000.0,0.167,184.0,30728000.0,30.728,2024-01-09 15:00:00
CORN,2022,STATE,DE,DELAWARE,160000.0,0.16,156000.0,0.156,170.0,26520000.0,26.52,2024-01-09 15:00:00
CORN,2023,STATE,DE,DELAWARE,175000.0,0.175,172000.0,0.172,189.0,32508000.0,32.508,2024-09-30 12:00:00
CORN,2024,STATE,DE,DELAWARE,165000.0,0.165,161000.0,0.161,171.0,27531000.0,27.531,2025-09-30 12:00:00
CORN,2025,STATE,DE,DELAWARE,175000.0,0.175,172000.0,0.172,191.0,32852000.0,32.852,2026-01-12 12:00:00
CORN,2026,STATE,DE,DELAWARE,175000.0,0.175,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,FL,FLORIDA,80000.0,0.08,50000.0,0.05,141.0,7050000.0,7.05,2019-02-06 15:00:06
CORN,2016,STATE,FL,FLORIDA,80000.0,0.08,40000.0,0.04,145.0,5800000.0,5.8,2019-02-06 15:00:06
CORN,2017,STATE,FL,FLORIDA,75000.0,0.075,37000.0,0.037,161.0,5957000.0,5.957,2019-02-06 15:00:06
CORN,2018,STATE,FL,FLORIDA,95000.0,0.095,62000.0,0.062,157.0,9734000.0,9.734,2024-01-09 15:00:00
CORN,2019,STATE,FL,FLORIDA,95000.0,0.095,54000.0,0.054,161.0,8694000.0,8.694,2024-01-09 15:00:00
CORN,2020,STATE,FL,FLORIDA,100000.0,0.1,61000.0,0.061,138.0,8418000.0,8.418,2024-01-09 15:00:00
CORN,2021,STATE,FL,FLORIDA,95000.0,0.095,66000.0,0.066,176.0,11616000.0,11.616,2024-01-09 15:00:00
CORN,2022,STATE,FL,FLORIDA,85000.0,0.085,56000.0,0.056,164.0,9184000.0,9.184,2024-01-09 15:00:00
CORN,2023,STATE,FL,FLORIDA,90000.0,0.09,62000.0,0.062,158.0,9796000.0,9.796,2024-09-30 12:00:00
CORN,2024,STATE,FL,FLORIDA,85000.0,0.085,47000.0,0.047,141.0,6627000.0,6.627,2025-09-30 12:00:00
CORN,2025,STATE,FL,FLORIDA,85000.0,0.085,57000.0,0.057,155.0,8835000.0,8.835,2026-01-12 12:00:00
CORN,2026,STATE,FL,FLORIDA,100000.0,0.1,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,GA,GEORGIA,330000.0,0.33,285000.0,0.285,171.0,48735000.0,48.735,2019-02-06 15:00:06
CORN,2016,STATE,GA,GEORGIA,410000.0,0.41,340000.0,0.34,165.0,56100000.0,56.1,2019-02-06 15:00:06
CORN,2017,STATE,GA,GEORGIA,290000.0,0.29,245000.0,0.245,176.0,43120000.0,43.12,2019-02-06 15:00:06
CORN,2018,STATE,GA,GEORGIA,325000.0,0.325,285000.0,0.285,176.0,50160000.0,50.16,2024-01-09 15:00:00
CORN,2019,STATE,GA,GEORGIA,395000.0,0.395,350000.0,0.35,160.0,56000000.0,56.0,2024-01-09 15:00:00
CORN,2020,STATE,GA,GEORGIA,420000.0,0.42,390000.0,0.39,180.0,70200000.0,70.2,2024-01-09 15:00:00
CORN,2021,STATE,GA,GEORGIA,470000.0,0.47,435000.0,0.435,182.0,79170000.0,79.17,2024-01-09 15:00:00
CORN,2022,STATE,GA,GEORGIA,415000.0,0.415,375000.0,0.375,175.0,65625000.0,65.625,2024-01-09 15:00:00
CORN,2023,STATE,GA,GEORGIA,485000.0,0.485,440000.0,0.44,174.0,76560000.0,76.56,2024-09-30 12:00:00
CORN,2024,STATE,GA,GEORGIA,375000.0,0.375,305000.0,0.305,163.0,49715000.0,49.715,2025-09-30 12:00:00
CORN,2025,STATE,GA,GEORGIA,550000.0,0.55,500000.0,0.5,187.0,93500000.0,93.5,2026-01-12 12:00:00
CORN,2026,STATE,GA,GEORGIA,560000.0,0.56,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,IA,IOWA,13500000.0,13.5,13050000.0,13.05,192.0,2505600000.0,2505.6,2019-02-06 15:00:06
CORN,2016,STATE,IA,IOWA,13900000.0,13.9,13500000.0,13.5,203.0,2740500000.0,2740.5,2019-02-06 15:00:06
CORN,2017,STATE,IA,IOWA,13300000.0,13.3,12900000.0,12.9,202.0,2605800000.0,2605.8,2019-02-06 15:00:06
CORN,2018,STATE,IA,IOWA,13200000.0,13.2,12750000.0,12.75,196.0,2499000000.0,2499.0,2024-01-09 15:00:00
CORN,2019,STATE,IA,IOWA,13400000.0,13.4,12950000.0,12.95,198.0,2564100000.0,2564.1,2024-01-09 15:00:00
CORN,2020,STATE,IA,IOWA,13600000.0,13.6,12900000.0,12.9,177.0,2283300000.0,2283.3,2024-01-09 15:00:00
CORN,2021,STATE,IA,IOWA,12900000.0,12.9,12450000.0,12.45,204.0,2539800000.0,2539.8,2024-01-09 15:00:00
CORN,2022,STATE,IA,IOWA,12900000.0,12.9,12350000.0,12.35,200.0,2470000000.0,2470.0,2024-01-09 15:00:00
CORN,2023,STATE,IA,IOWA,13100000.0,13.1,12550000.0,12.55,201.0,2522550000.0,2522.55,2024-09-30 12:00:00
CORN,2024,STATE,IA,IOWA,12900000.0,12.9,12450000.0,12.45,211.0,2626950000.0,2626.95,2025-09-30 12:00:00
CORN,2025,STATE,IA,IOWA,13550000.0,13.55,13200000.0,13.2,210.0,2772000000.0,2772.0,2026-01-12 12:00:00
CORN,2026,STATE,IA,IOWA,13100000.0,13.1,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,ID,IDAHO,280000.0,0.28,70000.0,0.07,207.0,14490000.0,14.49,2019-02-06 15:00:06
CORN,2016,STATE,ID,IDAHO,340000.0,0.34,100000.0,0.1,188.0,18800000.0,18.8,2019-02-06 15:00:06
CORN,2017,STATE,ID,IDAHO,340000.0,0.34,115000.0,0.115,203.0,23345000.0,23.345,2019-02-06 15:00:06
CORN,2018,STATE,ID,IDAHO,350000.0,0.35,125000.0,0.125,213.0,26625000.0,26.625,2024-01-09 15:00:00
CORN,2019,STATE,ID,IDAHO,390000.0,0.39,150000.0,0.15,205.0,30750000.0,30.75,2024-01-09 15:00:00
CORN,2020,STATE,ID,IDAHO,390000.0,0.39,130000.0,0.13,199.0,25870000.0,25.87,2024-01-09 15:00:00
CORN,2021,STATE,ID,IDAHO,380000.0,0.38,115000.0,0.115,210.0,24150000.0,24.15,2024-01-09 15:00:00
CORN,2022,STATE,ID,IDAHO,310000.0,0.31,105000.0,0.105,216.0,22680000.0,22.68,2024-01-09 15:00:00
CORN,2023,STATE,ID,IDAHO,360000.0,0.36,115000.0,0.115,203.0,23345000.0,23.345,2024-09-30 12:00:00
CORN,2024,STATE,ID,IDAHO,380000.0,0.38,110000.0,0.11,206.0,22660000.0,22.66,2025-09-30 12:00:00
CORN,2025,STATE,ID,IDAHO,430000.0,0.43,145000.0,0.145,209.0,30305000.0,30.305,2026-01-12 12:00:00
CORN,2026,STATE,ID,IDAHO,380000.0,0.38,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,IL,ILLINOIS,11700000.0,11.7,11500000.0,11.5,175.0,2012500000.0,2012.5,2019-02-06 15:00:06
CORN,2016,STATE,IL,ILLINOIS,11600000.0,11.6,11450000.0,11.45,197.0,2255650000.0,2255.65,2019-02-06 15:00:06
CORN,2017,STATE,IL,ILLINOIS,11200000.0,11.2,10950000.0,10.95,201.0,2200950000.0,2200.95,2019-02-06 15:00:06
CORN,2018,STATE,IL,ILLINOIS,11000000.0,11.0,10800000.0,10.8,210.0,2268000000.0,2268.0,2024-01-09 15:00:00
CORN,2019,STATE,IL,ILLINOIS,10500000.0,10.5,10200000.0,10.2,181.0,1846200000.0,1846.2,2024-01-09 15:00:00
CORN,2020,STATE,IL,ILLINOIS,11300000.0,11.3,11100000.0,11.1,191.0,2120100000.0,2120.1,2024-01-09 15:00:00
CORN,2021,STATE,IL,ILLINOIS,11000000.0,11.0,10850000.0,10.85,202.0,2191700000.0,2191.7,2024-01-09 15:00:00
CORN,2022,STATE,IL,ILLINOIS,10800000.0,10.8,10600000.0,10.6,214.0,2268400000.0,2268.4,2024-01-09 15:00:00
CORN,2023,STATE,IL,ILLINOIS,11200000.0,11.2,11050000.0,11.05,206.0,2276300000.0,2276.3,2024-09-30 12:00:00
CORN,2024,STATE,IL,ILLINOIS,10800000.0,10.8,10650000.0,10.65,217.0,2311050000.0,2311.05,2025-09-30 12:00:00
CORN,2025,STATE,IL,ILLINOIS,11200000.0,11.2,11000000.0,11.0,214.0,2354000000.0,2354.0,2026-01-12 12:00:00
CORN,2026,STATE,IL,ILLINOIS,10900000.0,10.9,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,IN,INDIANA,5650000.0,5.65,5480000.0,5.48,150.0,822000000.0,822.0,2019-02-06 15:00:06
CORN,2016,STATE,IN,INDIANA,5600000.0,5.6,5470000.0,5.47,173.0,946310000.0,946.31,2019-02-06 15:00:06
CORN,2017,STATE,IN,INDIANA,5350000.0,5.35,5200000.0,5.2,180.0,936000000.0,936.0,2019-03-21 15:28:35
CORN,2018,STATE,IN,INDIANA,5300000.0,5.3,5120000.0,5.12,189.0,967680000.0,967.68,2024-01-09 15:00:00
CORN,2019,STATE,IN,INDIANA,4950000.0,4.95,4770000.0,4.77,169.0,806130000.0,806.13,2024-01-09 15:00:00
CORN,2020,STATE,IN,INDIANA,5400000.0,5.4,5250000.0,5.25,187.0,981750000.0,981.75,2024-01-09 15:00:00
CORN,2021,STATE,IN,INDIANA,5400000.0,5.4,5270000.0,5.27,195.0,1027650000.0,1027.65,2024-01-09 15:00:00
CORN,2022,STATE,IN,INDIANA,5250000.0,5.25,5130000.0,5.13,190.0,974700000.0,974.7,2024-01-09 15:00:00
CORN,2023,STATE,IN,INDIANA,5450000.0,5.45,5310000.0,5.31,203.0,1077930000.0,1077.93,2024-09-30 12:00:00
CORN,2024,STATE,IN,INDIANA,5200000.0,5.2,5050000.0,5.05,198.0,999900000.0,999.9,2025-09-30 12:00:00
CORN,2025,STATE,IN,INDIANA,5400000.0,5.4,5230000.0,5.23,204.0,1066920000.0,1066.92,2026-01-12 12:00:00
CORN,2026,STATE,IN,INDIANA,5400000.0,5.4,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,KS,KANSAS,4150000.0,4.15,3920000.0,3.92,148.0,580160000.0,580.16,2019-02-06 15:00:06
CORN,2016,STATE,KS,KANSAS,5100000.0,5.1,4920000.0,4.92,142.0,698640000.0,698.64,2019-02-06 15:00:06
CORN,2017,STATE,KS,KANSAS,5500000.0,5.5,5200000.0,5.2,132.0,686400000.0,686.4,2019-02-06 15:00:06
CORN,2018,STATE,KS,KANSAS,5450000.0,5.45,4980000.0,4.98,129.0,642420000.0,642.42,2024-01-09 15:00:00
CORN,2019,STATE,KS,KANSAS,6400000.0,6.4,6020000.0,6.02,133.0,800660000.0,800.66,2024-01-09 15:00:00
CORN,2020,STATE,KS,KANSAS,6100000.0,6.1,5720000.0,5.72,134.0,766480000.0,766.48,2024-01-09 15:00:00
CORN,2021,STATE,KS,KANSAS,5700000.0,5.7,5400000.0,5.4,139.0,750600000.0,750.6,2024-01-09 15:00:00
CORN,2022,STATE,KS,KANSAS,5500000.0,5.5,4440000.0,4.44,115.0,510600000.0,510.6,2024-01-09 15:00:00
CORN,2023,STATE,KS,KANSAS,5750000.0,5.75,5150000.0,5.15,119.0,612850000.0,612.85,2024-09-30 12:00:00
CORN,2024,STATE,KS,KANSAS,6300000.0,6.3,5800000.0,5.8,129.0,748200000.0,748.2,2025-09-30 12:00:00
CORN,2025,STATE,KS,KANSAS,6850000.0,6.85,6500000.0,6.5,145.0,942500000.0,942.5,2026-01-12 12:00:00
CORN,2026,STATE,KS,KANSAS,7100000.0,7.1,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,KY,KENTUCKY,1400000.0,1.4,1310000.0,1.31,172.0,225320000.0,225.32,2019-02-06 15:00:06
CORN,2016,STATE,KY,KENTUCKY,1500000.0,1.5,1400000.0,1.4,159.0,222600000.0,222.6,2019-02-06 15:00:06
CORN,2017,STATE,KY,KENTUCKY,1320000.0,1.32,1220000.0,1.22,178.0,217160000.0,217.16,2019-02-06 15:00:06
CORN,2018,STATE,KY,KENTUCKY,1330000.0,1.33,1220000.0,1.22,175.0,213500000.0,213.5,2024-01-09 15:00:00
CORN,2019,STATE,KY,KENTUCKY,1550000.0,1.55,1450000.0,1.45,169.0,245050000.0,245.05,2024-01-09 15:00:00
CORN,2020,STATE,KY,KENTUCKY,1470000.0,1.47,1360000.0,1.36,184.0,250240000.0,250.24,2024-01-09 15:00:00
CORN,2021,STATE,KY,KENTUCKY,1530000.0,1.53,1420000.0,1.42,192.0,272640000.0,272.64,2024-01-09 15:00:00
CORN,2022,STATE,KY,KENTUCKY,1420000.0,1.42,1330000.0,1.33,156.0,207480000.0,207.48,2024-01-09 15:00:00
CORN,2023,STATE,KY,KENTUCKY,1600000.0,1.6,1500000.0,1.5,187.0,280500000.0,280.5,2024-09-30 12:00:00
CORN,2024,STATE,KY,KENTUCKY,1370000.0,1.37,1280000.0,1.28,178.0,227840000.0,227.84,2025-09-30 12:00:00
CORN,2025,STATE,KY,KENTUCKY,1520000.0,1.52,1420000.0,1.42,167.0,237140000.0,237.14,2026-01-12 12:00:00
CORN,2026,STATE,KY,KENTUCKY,1450000.0,1.45,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,LA,LOUISIANA,400000.0,0.4,390000.0,0.39,171.0,66690000.0,66.69,2019-02-06 15:00:06
CORN,2016,STATE,LA,LOUISIANA,620000.0,0.62,550000.0,0.55,165.0,90750000.0,90.75,2019-02-06 15:00:06
