commodity,year,agg_level,state_alpha,state_name,planted_acres,planted_acres_mil,harvested_acres,harvested_acres_mil,yield_bu_per_acre,production_bu,production_mbu,latest_load_time
SOYBEANS,2020,STATE,MS,MISSISSIPPI,2090000.0,2.09,2060000.0,2.06,54.0,111240000.0,111.24,2024-01-09 15:00:00
SOYBEANS,2021,STATE,MS,MISSISSIPPI,2220000.0,2.22,2170000.0,2.17,54.0,117180000.0,117.18,2024-01-09 15:00:00
SOYBEANS,2022,STATE,MS,MISSISSIPPI,2310000.0,2.31,2290000.0,2.29,54.0,123660000.0,123.66,2024-01-09 15:00:00
SOYBEANS,2023,STATE,MS,MISSISSIPPI,2180000.0,2.18,2130000.0,2.13,56.0,119280000.0,119.28,2024-09-30 12:00:00
SOYBEANS,2024,STATE,MS,MISSISSIPPI,2300000.0,2.3,2270000.0,2.27,56.0,127120000.0,127.12,2025-09-30 12:00:00
SOYBEANS,2025,STATE,MS,MISSISSIPPI,1810000.0,1.81,1790000.0,1.79,56.0,100240000.0,100.24,2026-01-12 12:00:00
SOYBEANS,2026,STATE,MS,MISSISSIPPI,2300000.0,2.3,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,NC,NORTH CAROLINA,1820000.0,1.82,1730000.0,1.73,32.0,55360000.0,55.36,2019-02-06 15:00:06
SOYBEANS,2016,STATE,NC,NORTH CAROLINA,1690000.0,1.69,1660000.0,1.66,35.0,58100000.0,58.1,2019-02-06 15:00:06
SOYBEANS,2017,STATE,NC,NORTH CAROLINA,1700000.0,1.7,1690000.0,1.69,40.0,67600000.0,67.6,2019-02-06 15:00:06
SOYBEANS,2018,STATE,NC,NORTH CAROLINA,1650000.0,1.65,1570000.0,1.57,33.0,51810000.0,51.81,2024-01-09 15:00:00
SOYBEANS,2019,STATE,NC,NORTH CAROLINA,1540000.0,1.54,1510000.0,1.51,35.0,52850000.0,52.85,2024-01-09 15:00:00
SOYBEANS,2020,STATE,NC,NORTH CAROLINA,1600000.0,1.6,1570000.0,1.57,38.0,59660000.0,59.66,2024-01-09 15:00:00
SOYBEANS,2021,STATE,NC,NORTH CAROLINA,1650000.0,1.65,1630000.0,1.63,40.0,65200000.0,65.2,2024-01-09 15:00:00
SOYBEANS,2022,STATE,NC,NORTH CAROLINA,1700000.0,1.7,1680000.0,1.68,38.5,64680000.0,64.68,2024-01-09 15:00:00
SOYBEANS,2023,STATE,NC,NORTH CAROLINA,1640000.0,1.64,1620000.0,1.62,38.5,62370000.0,62.37,2024-09-30 12:00:00
SOYBEANS,2024,STATE,NC,NORTH CAROLINA,1630000.0,1.63,1600000.0,1.6,39.0,62400000.0,62.4,2025-09-30 12:00:00
SOYBEANS,2025,STATE,NC,NORTH CAROLINA,1630000.0,1.63,1610000.0,1.61,36.0,57960000.0,57.96,2026-01-12 12:00:00
SOYBEANS,2026,STATE,NC,NORTH CAROLINA,1700000.0,1.7,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,ND,NORTH DAKOTA,5750000.0,5.75,5720000.0,5.72,32.5,185900000.0,185.9,2019-02-06 15:00:06
SOYBEANS,2016,STATE,ND,NORTH DAKOTA,6050000.0,6.05,5990000.0,5.99,41.5,248585000.0,248.585,2019-02-06 15:00:06
SOYBEANS,2017,STATE,ND,NORTH DAKOTA,7100000.0,7.1,7050000.0,7.05,34.5,243225000.0,243.225,2019-03-21 15:28:35
SOYBEANS,2018,STATE,ND,NORTH DAKOTA,6900000.0,6.9,6840000.0,6.84,35.0,239400000.0,239.4,2024-01-09 15:00:00
SOYBEANS,2019,STATE,ND,NORTH DAKOTA,5600000.0,5.6,5400000.0,5.4,31.5,170100000.0,170.1,2024-01-09 15:00:00
SOYBEANS,2020,STATE,ND,NORTH DAKOTA,5750000.0,5.75,5700000.0,5.7,34.0,193800000.0,193.8,2024-01-09 15:00:00
SOYBEANS,2021,STATE,ND,NORTH DAKOTA,7250000.0,7.25,7120000.0,7.12,25.5,181560000.0,181.56,2024-01-09 15:00:00
SOYBEANS,2022,STATE,ND,NORTH DAKOTA,5700000.0,5.7,5670000.0,5.67,35.0,198450000.0,198.45,2024-01-09 15:00:00
SOYBEANS,2023,STATE,ND,NORTH DAKOTA,6200000.0,6.2,6160000.0,6.16,35.5,218680000.0,218.68,2024-09-30 12:00:00
SOYBEANS,2024,STATE,ND,NORTH DAKOTA,6600000.0,6.6,6550000.0,6.55,37.5,245625000.0,245.625,2025-09-30 12:00:00
SOYBEANS,2025,STATE,ND,NORTH DAKOTA,6550000.0,6.55,6490000.0,6.49,34.5,223905000.0,223.905,2026-01-12 12:00:00
SOYBEANS,2026,STATE,ND,NORTH DAKOTA,6700000.0,6.7,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,NE,NEBRASKA,5300000.0,5.3,5270000.0,5.27,58.0,305660000.0,305.66,2019-02-06 15:00:06
SOYBEANS,2016,STATE,NE,NEBRASKA,5200000.0,5.2,5150000.0,5.15,61.0,314150000.0,314.15,2019-02-06 15:00:06
SOYBEANS,2017,STATE,NE,NEBRASKA,5700000.0,5.7,5670000.0,5.67,57.5,326025000.0,326.025,2019-02-06 15:00:06
SOYBEANS,2018,STATE,NE,NEBRASKA,5650000.0,5.65,5590000.0,5.59,58.0,324220000.0,324.22,2024-01-09 15:00:00
SOYBEANS,2019,STATE,NE,NEBRASKA,4900000.0,4.9,4840000.0,4.84,58.5,283140000.0,283.14,2024-01-09 15:00:00
SOYBEANS,2020,STATE,NE,NEBRASKA,5200000.0,5.2,5160000.0,5.16,58.0,299280000.0,299.28,2024-01-09 15:00:00
SOYBEANS,2021,STATE,NE,NEBRASKA,5600000.0,5.6,5570000.0,5.57,63.0,350910000.0,350.91,2024-01-09 15:00:00
SOYBEANS,2022,STATE,NE,NEBRASKA,5750000.0,5.75,5650000.0,5.65,49.0,276850000.0,276.85,2024-01-09 15:00:00
SOYBEANS,2023,STATE,NE,NEBRASKA,5250000.0,5.25,5180000.0,5.18,51.5,266770000.0,266.77,2024-09-30 12:00:00
SOYBEANS,2024,STATE,NE,NEBRASKA,5300000.0,5.3,5240000.0,5.24,57.5,301300000.0,301.3,2025-09-30 12:00:00
SOYBEANS,2025,STATE,NE,NEBRASKA,4850000.0,4.85,4790000.0,4.79,65.5,313745000.0,313.745,2026-01-12 12:00:00
SOYBEANS,2026,STATE,NE,NEBRASKA,5200000.0,5.2,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,NJ,NEW JERSEY,105000.0,0.105,103000.0,0.103,32.0,3296000.0,3.296,2019-02-06 15:00:06
SOYBEANS,2016,STATE,NJ,NEW JERSEY,100000.0,0.1,98000.0,0.098,36.0,3528000.0,3.528,2019-02-06 15:00:06
SOYBEANS,2017,STATE,NJ,NEW JERSEY,100000.0,0.1,99000.0,0.099,45.0,4455000.0,4.455,2019-02-06 15:00:06
SOYBEANS,2018,STATE,NJ,NEW JERSEY,110000.0,0.11,107000.0,0.107,39.5,4227000.0,4.227,2024-01-09 15:00:00
SOYBEANS,2019,STATE,NJ,NEW JERSEY,95000.0,0.095,92000.0,0.092,37.0,3404000.0,3.404,2024-01-09 15:00:00
SOYBEANS,2020,STATE,NJ,NEW JERSEY,94000.0,0.094,93000.0,0.093,46.0,4278000.0,4.278,2024-01-09 15:00:00
SOYBEANS,2021,STATE,NJ,NEW JERSEY,100000.0,0.1,99000.0,0.099,46.0,4554000.0,4.554,2024-01-09 15:00:00
SOYBEANS,2022,STATE,NJ,NEW JERSEY,110000.0,0.11,108000.0,0.108,28.0,3024000.0,3.024,2024-01-09 15:00:00
SOYBEANS,2023,STATE,NJ,NEW JERSEY,100000.0,0.1,98000.0,0.098,43.0,4214000.0,4.214,2024-09-30 12:00:00
SOYBEANS,2024,STATE,NJ,NEW JERSEY,105000.0,0.105,103000.0,0.103,43.0,4429000.0,4.429,2025-09-30 12:00:00
SOYBEANS,2025,STATE,NJ,NEW JERSEY,100000.0,0.1,99000.0,0.099,39.0,3861000.0,3.861,2026-01-12 12:00:00
SOYBEANS,2026,STATE,NJ,NEW JERSEY,110000.0,0.11,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,NY,NEW YORK,305000.0,0.305,301000.0,0.301,43.0,12943000.0,12.943,2019-02-06 15:00:06
SOYBEANS,2016,STATE,NY,NEW YORK,330000.0,0.33,320000.0,0.32,41.0,13120000.0,13.12,2019-02-06 15:00:06
SOYBEANS,2017,STATE,NY,NEW YORK,270000.0,0.27,265000.0,0.265,45.0,11925000.0,11.925,2019-02-06 15:00:06
SOYBEANS,2018,STATE,NY,NEW YORK,335000.0,0.335,325000.0,0.325,52.0,16900000.0,16.9,2024-01-09 15:00:00
SOYBEANS,2019,STATE,NY,NEW YORK,235000.0,0.235,225000.0,0.225,48.0,10800000.0,10.8,2024-01-09 15:00:00
SOYBEANS,2020,STATE,NY,NEW YORK,315000.0,0.315,312000.0,0.312,51.0,15912000.0,15.912,2024-01-09 15:00:00
SOYBEANS,2021,STATE,NY,NEW YORK,325000.0,0.325,320000.0,0.32,53.0,16960000.0,16.96,2024-01-09 15:00:00
SOYBEANS,2022,STATE,NY,NEW YORK,350000.0,0.35,325000.0,0.325,45.0,14625000.0,14.625,2024-01-09 15:00:00
SOYBEANS,2023,STATE,NY,NEW YORK,350000.0,0.35,340000.0,0.34,51.0,17340000.0,17.34,2024-09-30 12:00:00
SOYBEANS,2024,STATE,NY,NEW YORK,370000.0,0.37,365000.0,0.365,51.0,18615000.0,18.615,2025-09-30 12:00:00
SOYBEANS,2025,STATE,NY,NEW YORK,310000.0,0.31,295000.0,0.295,40.0,11800000.0,11.8,2026-01-12 12:00:00
SOYBEANS,2026,STATE,NY,NEW YORK,330000.0,0.33,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,OH,OHIO,4750000.0,4.75,4740000.0,4.74,50.0,237000000.0,237.0,2019-02-06 15:00:06
SOYBEANS,2016,STATE,OH,OHIO,4850000.0,4.85,4840000.0,4.84,54.5,263780000.0,263.78,2019-02-06 15:00:06
SOYBEANS,2017,STATE,OH,OHIO,5100000.0,5.1,5090000.0,5.09,49.5,251955000.0,251.955,2019-02-06 15:00:06
SOYBEANS,2018,STATE,OH,OHIO,5050000.0,5.05,5020000.0,5.02,56.0,281120000.0,281.12,2024-01-09 15:00:00
SOYBEANS,2019,STATE,OH,OHIO,4300000.0,4.3,4270000.0,4.27,49.0,209230000.0,209.23,2024-01-09 15:00:00
SOYBEANS,2020,STATE,OH,OHIO,4950000.0,4.95,4920000.0,4.92,55.0,270600000.0,270.6,2024-01-09 15:00:00
SOYBEANS,2021,STATE,OH,OHIO,4900000.0,4.9,4880000.0,4.88,57.0,278160000.0,278.16,2024-01-09 15:00:00
SOYBEANS,2022,STATE,OH,OHIO,5100000.0,5.1,5080000.0,5.08,55.5,281940000.0,281.94,2024-01-09 15:00:00
SOYBEANS,2023,STATE,OH,OHIO,4750000.0,4.75,4730000.0,4.73,58.0,274340000.0,274.34,2024-09-30 12:00:00
SOYBEANS,2024,STATE,OH,OHIO,5100000.0,5.1,5080000.0,5.08,50.0,254000000.0,254.0,2025-09-30 12:00:00
SOYBEANS,2025,STATE,OH,OHIO,4900000.0,4.9,4880000.0,4.88,53.0,258640000.0,258.64,2026-01-12 12:00:00
SOYBEANS,2026,STATE,OH,OHIO,4800000.0,4.8,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,OK,OKLAHOMA,395000.0,0.395,375000.0,0.375,31.0,11625000.0,11.625,2019-02-06 15:00:06
SOYBEANS,2016,STATE,OK,OKLAHOMA,485000.0,0.485,470000.0,0.47,29.0,13630000.0,13.63,2019-02-06 15:00:06
SOYBEANS,2017,STATE,OK,OKLAHOMA,655000.0,0.655,640000.0,0.64,29.0,18560000.0,18.56,2019-02-06 15:00:06
SOYBEANS,2018,STATE,OK,OKLAHOMA,640000.0,0.64,600000.0,0.6,28.0,16800000.0,16.8,2024-01-09 15:00:00
SOYBEANS,2019,STATE,OK,OKLAHOMA,465000.0,0.465,440000.0,0.44,29.0,12760000.0,12.76,2024-01-09 15:00:00
SOYBEANS,2020,STATE,OK,OKLAHOMA,560000.0,0.56,540000.0,0.54,30.0,16200000.0,16.2,2024-01-09 15:00:00
SOYBEANS,2021,STATE,OK,OKLAHOMA,580000.0,0.58,535000.0,0.535,23.0,12305000.0,12.305,2024-01-09 15:00:00
SOYBEANS,2022,STATE,OK,OKLAHOMA,545000.0,0.545,380000.0,0.38,17.0,6460000.0,6.46,2024-01-09 15:00:00
SOYBEANS,2023,STATE,OK,OKLAHOMA,460000.0,0.46,400000.0,0.4,26.0,10400000.0,10.4,2024-09-30 12:00:00
SOYBEANS,2024,STATE,OK,OKLAHOMA,510000.0,0.51,405000.0,0.405,20.0,8100000.0,8.1,2025-09-30 12:00:00
SOYBEANS,2025,STATE,OK,OKLAHOMA,365000.0,0.365,350000.0,0.35,29.0,10150000.0,10.15,2026-01-12 12:00:00
SOYBEANS,2026,STATE,OK,OKLAHOMA,420000.0,0.42,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,OT,OTHER STATES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-30 12:00:00
SOYBEANS,2016,STATE,OT,OTHER STATES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-12 12:05:05
SOYBEANS,2017,STATE,OT,OTHER STATES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-28 12:01:19
SOYBEANS,2018,STATE,OT,OTHER STATES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-09 15:00:00
SOYBEANS,2019,STATE,OT,OTHER STATES,0.0,0.0,0.0,0.0,,,,2019-06-28 12:00:00
SOYBEANS,2020,STATE,OT,OTHER STATES,0.0,0.0,0.0,0.0,,,,2020-06-30 12:02:25
SOYBEANS,2021,STATE,OT,OTHER STATES,0.0,0.0,0.0,0.0,,,,2021-06-30 12:01:34
SOYBEANS,2023,STATE,OT,OTHER STATES,0.0,0.0,0.0,0.0,,,,2023-06-30 12:00:00
SOYBEANS,2025,STATE,OT,OTHER STATES,0.0,0.0,0.0,0.0,,,,2025-06-30 12:00:00
SOYBEANS,2015,STATE,PA,PENNSYLVANIA,590000.0,0.59,585000.0,0.585,44.0,25740000.0,25.74,2019-10-01 15:11:43
SOYBEANS,2016,STATE,PA,PENNSYLVANIA,600000.0,0.6,595000.0,0.595,44.0,26180000.0,26.18,2019-10-01 15:11:43
SOYBEANS,2017,STATE,PA,PENNSYLVANIA,610000.0,0.61,605000.0,0.605,48.0,29040000.0,29.04,2019-03-21 15:28:35
SOYBEANS,2018,STATE,PA,PENNSYLVANIA,640000.0,0.64,630000.0,0.63,44.5,28035000.0,28.035,2024-01-09 15:00:00
SOYBEANS,2019,STATE,PA,PENNSYLVANIA,620000.0,0.62,610000.0,0.61,49.0,29890000.0,29.89,2024-01-09 15:00:00
SOYBEANS,2020,STATE,PA,PENNSYLVANIA,640000.0,0.64,630000.0,0.63,46.0,28980000.0,28.98,2024-01-09 15:00:00
SOYBEANS,2021,STATE,PA,PENNSYLVANIA,600000.0,0.6,595000.0,0.595,53.0,31535000.0,31.535,2024-01-09 15:00:00
SOYBEANS,2022,STATE,PA,PENNSYLVANIA,600000.0,0.6,590000.0,0.59,43.0,25370000.0,25.37,2024-01-09 15:00:00
SOYBEANS,2023,STATE,PA,PENNSYLVANIA,570000.0,0.57,560000.0,0.56,47.0,26320000.0,26.32,2024-09-30 12:00:00
SOYBEANS,2024,STATE,PA,PENNSYLVANIA,630000.0,0.63,620000.0,0.62,45.0,27900000.0,27.9,2025-09-30 12:00:00
SOYBEANS,2025,STATE,PA,PENNSYLVANIA,580000.0,0.58,570000.0,0.57,44.0,25080000.0,25.08,2026-01-12 12:00:00
SOYBEANS,2026,STATE,PA,PENNSYLVANIA,580000.0,0.58,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,SC,SOUTH CAROLINA,475000.0,0.475,370000.0,0.37,26.5,9805000.0,9.805,2019-02-06 15:00:06
SOYBEANS,2016,STATE,SC,SOUTH CAROLINA,420000.0,0.42,405000.0,0.405,31.0,12555000.0,12.555,2019-02-06 15:00:06
SOYBEANS,2017,STATE,SC,SOUTH CAROLINA,400000.0,0.4,390000.0,0.39,38.0,14820000.0,14.82,2019-02-06 15:00:06
SOYBEANS,2018,STATE,SC,SOUTH CAROLINA,390000.0,0.39,330000.0,0.33,29.0,9570000.0,9.57,2024-01-09 15:00:00
SOYBEANS,2019,STATE,SC,SOUTH CAROLINA,335000.0,0.335,315000.0,0.315,26.0,8190000.0,8.19,2024-01-09 15:00:00
SOYBEANS,2020,STATE,SC,SOUTH CAROLINA,310000.0,0.31,295000.0,0.295,35.0,10325000.0,10.325,2024-01-09 15:00:00
SOYBEANS,2021,STATE,SC,SOUTH CAROLINA,395000.0,0.395,385000.0,0.385,38.0,14630000.0,14.63,2024-01-09 15:00:00
SOYBEANS,2022,STATE,SC,SOUTH CAROLINA,405000.0,0.405,395000.0,0.395,37.0,14615000.0,14.615,2024-01-09 15:00:00
SOYBEANS,2023,STATE,SC,SOUTH CAROLINA,395000.0,0.395,385000.0,0.385,39.0,15015000.0,15.015,2024-09-30 12:00:00
SOYBEANS,2024,STATE,SC,SOUTH CAROLINA,395000.0,0.395,380000.0,0.38,34.0,12920000.0,12.92,2025-09-30 12:00:00
SOYBEANS,2025,STATE,SC,SOUTH CAROLINA,365000.0,0.365,355000.0,0.355,31.0,11005000.0,11.005,2026-01-12 12:00:00
SOYBEANS,2026,STATE,SC,SOUTH CAROLINA,350000.0,0.35,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,SD,SOUTH DAKOTA,5150000.0,5.15,5120000.0,5.12,46.0,235520000.0,235.52,2019-02-06 15:00:06
SOYBEANS,2016,STATE,SD,SOUTH DAKOTA,5200000.0,5.2,5170000.0,5.17,49.5,255915000.0,255.915,2019-02-06 15:00:06
SOYBEANS,2017,STATE,SD,SOUTH DAKOTA,5650000.0,5.65,5610000.0,5.61,43.0,241230000.0,241.23,2019-02-06 15:00:06
SOYBEANS,2018,STATE,SD,SOUTH DAKOTA,5650000.0,5.65,5580000.0,5.58,45.0,251100000.0,251.1,2024-01-09 15:00:00
SOYBEANS,2019,STATE,SD,SOUTH DAKOTA,3500000.0,3.5,3440000.0,3.44,42.5,146200000.0,146.2,2024-01-09 15:00:00
SOYBEANS,2020,STATE,SD,SOUTH DAKOTA,4950000.0,4.95,4920000.0,4.92,46.0,226320000.0,226.32,2024-01-09 15:00:00
SOYBEANS,2021,STATE,SD,SOUTH DAKOTA,5450000.0,5.45,5390000.0,5.39,40.0,215600000.0,215.6,2024-01-09 15:00:00
SOYBEANS,2022,STATE,SD,SOUTH DAKOTA,5100000.0,5.1,5070000.0,5.07,38.0,192660000.0,192.66,2024-01-09 15:00:00
SOYBEANS,2023,STATE,SD,SOUTH DAKOTA,5100000.0,5.1,5070000.0,5.07,44.0,223080000.0,223.08,2024-09-30 12:00:00
SOYBEANS,2024,STATE,SD,SOUTH DAKOTA,5450000.0,5.45,5380000.0,5.38,43.0,231340000.0,231.34,2025-09-30 12:00:00
SOYBEANS,2025,STATE,SD,SOUTH DAKOTA,5100000.0,5.1,5060000.0,5.06,47.0,237820000.0,237.82,2026-01-12 12:00:00
SOYBEANS,2026,STATE,SD,SOUTH DAKOTA,5600000.0,5.6,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,TN,TENNESSEE,1750000.0,1.75,1720000.0,1.72,46.0,79120000.0,79.12,2019-02-06 15:00:06
SOYBEANS,2016,STATE,TN,TENNESSEE,1660000.0,1.66,1630000.0,1.63,45.0,73350000.0,73.35,2019-02-06 15:00:06
SOYBEANS,2017,STATE,TN,TENNESSEE,1690000.0,1.69,1660000.0,1.66,50.0,83000000.0,83.0,2019-02-06 15:00:06
SOYBEANS,2018,STATE,TN,TENNESSEE,1700000.0,1.7,1670000.0,1.67,45.5,75985000.0,75.985,2024-01-09 15:00:00
SOYBEANS,2019,STATE,TN,TENNESSEE,1400000.0,1.4,1370000.0,1.37,47.0,64390000.0,64.39,2024-01-09 15:00:00
SOYBEANS,2020,STATE,TN,TENNESSEE,1650000.0,1.65,1620000.0,1.62,50.0,81000000.0,81.0,2024-01-09 15:00:00
SOYBEANS,2021,STATE,TN,TENNESSEE,1550000.0,1.55,1520000.0,1.52,50.0,76000000.0,76.0,2024-01-09 15:00:00
SOYBEANS,2022,STATE,TN,TENNESSEE,1650000.0,1.65,1620000.0,1.62,48.0,77760000.0,77.76,2024-01-09 15:00:00
SOYBEANS,2023,STATE,TN,TENNESSEE,1600000.0,1.6,1570000.0,1.57,51.0,80070000.0,80.07,2024-09-30 12:00:00
SOYBEANS,2024,STATE,TN,TENNESSEE,1820000.0,1.82,1800000.0,1.8,42.0,75600000.0,75.6,2025-09-30 12:00:00
SOYBEANS,2025,STATE,TN,TENNESSEE,1550000.0,1.55,1520000.0,1.52,42.0,63840000.0,63.84,2026-01-12 12:00:00
SOYBEANS,2026,STATE,TN,TENNESSEE,1550000.0,1.55,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,TX,TEXAS,130000.0,0.13,115000.0,0.115,26.0,2990000.0,2.99,2019-02-06 15:00:06
SOYBEANS,2016,STATE,TX,TEXAS,165000.0,0.165,145000.0,0.145,31.0,4495000.0,4.495,2019-02-06 15:00:06
SOYBEANS,2017,STATE,TX,TEXAS,210000.0,0.21,185000.0,0.185,37.0,6845000.0,6.845,2019-02-06 15:00:06
SOYBEANS,2018,STATE,TX,TEXAS,175000.0,0.175,135000.0,0.135,31.5,4253000.0,4.253,2024-01-09 15:00:00
SOYBEANS,2019,STATE,TX,TEXAS,80000.0,0.08,72000.0,0.072,28.0,2016000.0,2.016,2024-01-09 15:00:00
SOYBEANS,2020,STATE,TX,TEXAS,120000.0,0.12,110000.0,0.11,34.0,3740000.0,3.74,2024-01-09 15:00:00
SOYBEANS,2021,STATE,TX,TEXAS,110000.0,0.11,100000.0,0.1,38.0,3800000.0,3.8,2024-01-09 15:00:00
SOYBEANS,2022,STATE,TX,TEXAS,155000.0,0.155,85000.0,0.085,20.0,1700000.0,1.7,2024-01-09 15:00:00
SOYBEANS,2023,STATE,TX,TEXAS,125000.0,0.125,85000.0,0.085,25.0,2125000.0,2.125,2024-09-30 12:00:00
SOYBEANS,2024,STATE,TX,TEXAS,100000.0,0.1,74000.0,0.074,32.0,2368000.0,2.368,2025-09-30 12:00:00
SOYBEANS,2025,STATE,TX,TEXAS,110000.0,0.11,90000.0,0.09,32.0,2880000.0,2.88,2026-01-12 12:00:00
SOYBEANS,2026,STATE,TX,TEXAS,95000.0,0.095,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,VA,VIRGINIA,630000.0,0.63,620000.0,0.62,34.5,21390000.0,21.39,2019-02-06 15:00:06
SOYBEANS,2016,STATE,VA,VIRGINIA,610000.0,0.61,600000.0,0.6,36.0,21600000.0,21.6,2019-02-06 15:00:06
SOYBEANS,2017,STATE,VA,VIRGINIA,600000.0,0.6,590000.0,0.59,44.0,25960000.0,25.96,2019-02-06 15:00:06
SOYBEANS,2018,STATE,VA,VIRGINIA,600000.0,0.6,590000.0,0.59,42.0,24780000.0,24.78,2024-01-09 15:00:00
SOYBEANS,2019,STATE,VA,VIRGINIA,570000.0,0.57,560000.0,0.56,34.0,19040000.0,19.04,2024-01-09 15:00:00
SOYBEANS,2020,STATE,VA,VIRGINIA,570000.0,0.57,560000.0,0.56,42.0,23520000.0,23.52,2024-01-09 15:00:00
SOYBEANS,2021,STATE,VA,VIRGINIA,600000.0,0.6,590000.0,0.59,46.0,27140000.0,27.14,2024-01-09 15:00:00
SOYBEANS,2022,STATE,VA,VIRGINIA,620000.0,0.62,610000.0,0.61,41.0,25010000.0,25.01,2024-01-09 15:00:00
SOYBEANS,2023,STATE,VA,VIRGINIA,580000.0,0.58,570000.0,0.57,38.0,21660000.0,21.66,2024-09-30 12:00:00
SOYBEANS,2024,STATE,VA,VIRGINIA,610000.0,0.61,595000.0,0.595,44.0,26180000.0,26.18,2025-09-30 12:00:00
SOYBEANS,2025,STATE,VA,VIRGINIA,600000.0,0.6,590000.0,0.59,38.0,22420000.0,22.42,2026-01-12 12:00:00
SOYBEANS,2026,STATE,VA,VIRGINIA,570000.0,0.57,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,WI,WISCONSIN,1880000.0,1.88,1870000.0,1.87,49.5,92565000.0,92.565,2019-02-06 15:00:06
SOYBEANS,2016,STATE,WI,WISCONSIN,1960000.0,1.96,1950000.0,1.95,55.0,107250000.0,107.25,2019-02-06 15:00:06
SOYBEANS,2017,STATE,WI,WISCONSIN,2150000.0,2.15,2140000.0,2.14,47.5,101650000.0,101.65,2019-03-21 15:28:35
SOYBEANS,2018,STATE,WI,WISCONSIN,2220000.0,2.22,2180000.0,2.18,48.0,104640000.0,104.64,2024-01-09 15:00:00
SOYBEANS,2019,STATE,WI,WISCONSIN,1750000.0,1.75,1690000.0,1.69,47.0,79430000.0,79.43,2024-01-09 15:00:00
SOYBEANS,2020,STATE,WI,WISCONSIN,2020000.0,2.02,1990000.0,1.99,52.0,103480000.0,103.48,2024-01-09 15:00:00
SOYBEANS,2021,STATE,WI,WISCONSIN,2100000.0,2.1,2070000.0,2.07,55.0,113850000.0,113.85,2024-01-09 15:00:00
SOYBEANS,2022,STATE,WI,WISCONSIN,2160000.0,2.16,2150000.0,2.15,54.0,116100000.0,116.1,2024-01-09 15:00:00
SOYBEANS,2023,STATE,WI,WISCONSIN,2110000.0,2.11,2060000.0,2.06,51.0,105060000.0,105.06,2024-09-30 12:00:00
SOYBEANS,2024,STATE,WI,WISCONSIN,2180000.0,2.18,2150000.0,2.15,48.0,103200000.0,103.2,2025-09-30 12:00:00
SOYBEANS,2025,STATE,WI,WISCONSIN,2030000.0,2.03,2020000.0,2.02,56.0,113120000.0,113.12,2026-01-12 12:00:00
SOYBEANS,2026,STATE,WI,WISCONSIN,2400000.0,2.4,,,,,,2026-03-31 12:00:00
SOYBEANS,2015,STATE,WV,WEST VIRGINIA,27000.0,0.027,26000.0,0.026,48.0,1248000.0,1.248,2019-02-06 15:00:06
SOYBEANS,2016,STATE,WV,WEST VIRGINIA,27000.0,0.027,26000.0,0.026,51.0,1326000.0,1.326,2019-02-06 15:00:06
SOYBEANS,2017,STATE,WV,WEST VIRGINIA,27000.0,0.027,26000.0,0.026,54.0,1404000.0,1.404,2019-02-06 15:00:06
SOYBEANS,2018,STATE,WV,WEST VIRGINIA,29000.0,0.029,27000.0,0.027,53.0,1431000.0,1.431,2024-01-09 15:00:00
